clean_text,stars,sentiment,word_count,char_count,sent_count,avg_word_len,vader_compound,vader_pos,vader_neg,vader_neu,exclamation_count,question_count,exclamation_density,caps_ratio,unique_word_ratio,review_len_extreme
"very yummy! the inside was very quiet and intimate. our waitress was nice, a little slow but granted there were many people there and only two waitresses working. the food came out in a timely manner and was excellent! i had the filetillo salteado which was sliced sirloin steak sautu00e9ed in garlic, onions, and peppers. it was delicious! i would definitely recommend it to anyone that visits!",4,Positive,67,395,7,4.91044776119403,0.9762,0.304,0.0,0.696,4,0,0.058823529411764705,0.022670025188916875,0.7647058823529411,0
"i had a travelzoo voucher for bistro buffet. i thought it was like any other buffet, nothing spectacular. we did go on seafood night, they had tons of crab legs raw and cooked. i was disappointed they only had raw shrimp.",2,Negative,41,221,4,4.414634146341464,-0.1531,0.062,0.076,0.862,0,0,0.0,0.03125,0.8095238095238095,0
"i wanted to check out the caesars palace skating rink since i saw an advertisement on a truck a couple weeks ago. my amazement was not hearing about it and it seems that although people may know about it, no one seems to have visited no yelp activity. that was peculiar. nnit's located in the roman plaza between serendipity 3 and the absinthe tent. the best access would be to use their main valet, since it's very close. if you use self parking, just walk through the casino toward the main registrationfront desk.nnanyway, it's obvious why it isn't popular. first, they charge admission of 11 10 for total rewards members. compared to the cosmopolitan's no entrance fee for their popular ice rink at boulevard pool, not so good. plus, it's for just 30 minutes and skates are an additional 5 to rent to put it in perspective, it's 15 for an all-day skate rental at the cosmopolitan or 10 for locals. second, the rink is much smaller although i do not skate, space is more desirable in many situations. third, there are no fire pits to roast marshmallows!! fourth, although almost literally on the strip, you can't see much of it from the rink or seating area. your view is just caesars palace.nnnow, if you are an inexperienced skater, they actually have trained skaters on site to assist! that could be an incentive for people that are looking to actually skate, but aren't very good at it. not sure what could be accomplished in 30 minutes, but since they're not busy, you will most likely get one-on-one time.",2,Negative,268,1514,15,4.652985074626866,-0.4959,0.056,0.074,0.87,3,0,0.011152416356877323,0.02607561929595828,0.6394052044609665,0
"no waiting. the location was well decorated and lit. the experience was very relaxing. i got a very nice haircut, and it only cost me 17.",5,Positive,26,137,4,4.3076923076923075,0.7569,0.281,0.071,0.648,0,0,0.0,0.02877697841726619,0.8148148148148148,0
"cute wee gift shop at haymarket. i had passed it a few times commuting to work and took the chance to pop in on my way home. nicely laid out inside and lots of quirky things everywhere you looked. a little pricey but good quality stuff. nni took the chance to grab a bargain looking through all their birthday cards that were reduced in price. i always have a couple of spare cards in the house and tend to stock up on them when i get a chance like this. 10 cards bought that were u00a32.50- u00a33.25 each now half price. nnnice shop, will need to keep it in mind for little birthday gifts.",4,Positive,114,591,8,4.192982456140351,0.9539,0.18,0.0,0.82,0,0,0.0,0.01487603305785124,0.7304347826086957,0
"cacuts jacks was closed for a while, but it is up and running once again. total dive bar in ahwatukee, it is never my first choice, however a few of my friends love to go there for the cheap drinks and music live or juke box. i have never tried any thing to eat at cactus jacks, and i don't plan on it anytime soon.nncacuts jacks isn't really the kind of bar to start out the night, however we have been known to finish our night there, usually when happy hour at brad's places goes a little long, or when we're headed back to the tuke from some other event and don't want to stop the drinking fun!nnwhen we do end up going there, or even suggesting ""how about cactus jacks?"", the rest of the group knows that the night just went from a rank of mild intoxication, to ""might as well call a cab now!"" crazy things have happened at cactus jacks, lots of good stories and foggy memories.",2,Negative,170,883,3,4.2,0.9719,0.133,0.024,0.843,2,1,0.011695906432748537,0.023411371237458192,0.695906432748538,0
carne asada tacos are great. try the green sauce it amazing. nthe chili cheese fries is a large portion and yummy.,4,Positive,21,114,3,4.476190476190476,0.9062,0.399,0.0,0.601,0,0,0.0,0.034482758620689655,0.9545454545454546,0
"i waited at the front for about 10 minutes before someone finally noticed me. our service was very attentive.. almost too attentive. they kept interrupting me and my boyfriend to consistently refill our already full waters. we had probably 3 different servers that night and although it was 10pm, they were very off task. i could hear them cussing and messing around in the back. my skillet cookie wasn't very good either",2,Negative,72,421,6,4.861111111111111,-0.589,0.0,0.067,0.933,0,0,0.0,0.01411764705882353,0.8493150684931506,0
"i have always enjoyed this place. the atmosphere is great, the staff are great and the food is great. if you come see if you can get hiro as your chef, amazing...",5,Positive,32,162,3,4.09375,0.9485,0.366,0.0,0.634,0,0,0.0,0.024539877300613498,0.8181818181818182,0
"went here for an eyebrow waxing. i moved over 30 minutes from my regular place so i tried searching yelp reviews for eyebrow waxing. this one was closest to my house with decent reviews. ni don't want to say they did a horrible job. but it wasn't great, or at least wasn't what i'm used to. nthe waxing cleaned up the edges around the brows fairly well but they didn't bother to do a trimming on the hairs. so they still stayed long and easily fell out of place making them look slightly unruly still. i mean i guess i could have gone home and trimmed them up myself which i ended up doing anyway but i paid for the services so why not do the job right?ni guess i'll keep looking for an eyebrow place near my new home.",3,Neutral,140,718,8,4.135714285714286,0.1285,0.059,0.055,0.886,0,1,0.0,0.022099447513812154,0.7304964539007093,0
